Date,AAPL,ABBV,AMAT,AMD,AMGN,AMZN,ARM,ASML,AVGO,BAC,CAT,COST,CSCO,CVX,GOOG,GOOGL,INTC,JNJ,JPM,KLAC,KO,LIN,LLY,LRCX,META,MRK,MRVL,MSFT,MU,NFLX,NVDA,ORCL,PANW,PLTR,SNDK,SPCX,TSLA,TXN,V,WMT,XOM
2026-01-15,257.5090637207031,211.74368286132812,317.94683837890625,227.9199981689453,323.412353515625,238.17999267578125,105.11000061035156,1325.233642578125,341.76104736328125,51.75998306274414,643.2491455078125,952.5458374023438,74.56549835205078,161.6461181640625,332.5093688964844,332.1339111328125,48.31999969482422,216.09425354003906,306.30548095703125,153.9248504638672,69.1371078491211,435.7494201660156,1028.00341796875,217.05685424804688,619.694580078125,108.72584533691406,80.3199691772461,453.7811279296875,336.4369201660156,88.05000305175781,186.6133270263672,188.53334045410156,187.72999572753906,177.07000732421875,409.239990234375,,438.57000732421875,185.9914093017578,325.79364013671875,118.44571685791016,126.59051513671875
2026-01-16,254.83636474609375,211.08389282226562,325.84869384765625,231.8300018310547,323.78472900390625,239.1199951171875,105.77999877929688,1352.07470703125,350.4191589355469,52.13398742675781,642.9609375,959.375732421875,74.50604248046875,161.743408203125,329.6948547363281,329.35931396484375,46.959999084472656,215.19866943359375,309.48480224609375,156.202392578125,69.09786987304688,434.6799621582031,1033.4075927734375,222.5364227294922,619.1455688476562,106.6291275024414,80.39990997314453,456.9609375,362.5419006347656,88.0,185.79522705078125,189.76473999023438,187.66000366210938,170.9600067138672,413.6199951171875,,437.5,188.4107208251953,326.34033203125,118.94255065917969,127.33555603027344
2026-01-20,246.0303192138672,210.77859497070312,317.09991455078125,231.9199981689453,324.3629150390625,231.0,107.16999816894531,1319.7301025390625,331.3793029785156,51.277713775634766,626.6422729492188,960.02294921875,72.68277740478516,160.8094940185547,321.53082275390625,321.3748474121094,48.560001373291016,214.75579833984375,299.8477478027344,148.06858825683594,70.3829116821289,428.9266052246094,1036.2835693359375,221.98748779296875,603.0443115234375,107.23657989501953,79.74040985107422,451.65460205078125,364.7906188964844,87.26000213623047,177.65428161621094,178.6721954345703,184.05999755859375,168.52999877929688,453.1199951171875,,419.25,186.45364379882812,323.87518310546875,117.95882415771484,127.89437866210938
2026-01-21,246.97775268554688,212.85646057128906,324.0849914550781,249.8000030517578,336.71026611328125,231.30999755859375,113.91999816894531,1353.58740234375,327.5932312011719,51.248191833496094,642.9609375,978.5410766601562,73.01969146728516,162.20062255859375,327.73870849609375,327.7424621582031,54.25,214.55894470214844,299.15447998046875,151.43807983398438,70.63795471191406,435.0661315917969,1073.3345947265625,227.95611572265625,611.8685913085938,108.8630142211914,82.48835754394531,441.3102111816406,388.88677978515625,85.36000061035156,182.8920440673828,172.67410278320312,181.47000122070312,165.3300018310547,501.2900085449219,,431.44000244140625,191.19390869140625,323.33837890625,118.60470581054688,130.98240661621094
2026-01-22,247.67584228515625,214.78659057617188,317.6579284667969,253.72999572753906,340.1106872558594,234.33999633789062,119.19999694824219,1388.33056640625,324.2953796386719,51.622196197509766,645.9795532226562,971.8805541992188,73.65386962890625,162.13255310058594,330.19384765625,329.89825439453125,54.31999969482422,215.03135681152344,300.729248046875,149.4454803466797,70.50061798095703,441.29486083984375,1082.15185546875,220.2807159423828,646.476806640625,106.9720458984375,83.03793334960938,448.29595947265625,397.3519287109375,83.54000091552734,184.40847778320312,176.9442596435547,182.27000427246094,165.89999389648438,503.44000244140625,,449.3599853515625,191.76431274414062,324.41192626953125,117.08438873291016,131.01182556152344
2026-01-23,247.36668395996094,215.9190673828125,321.23516845703125,259.67999267578125,337.8371887207031,239.16000366210938,116.06999969482422,1382.3990478515625,318.8753662109375,50.90371322631836,624.271240234375,978.929443359375,73.9114990234375,162.19091796875,327.7886047363281,327.2933044433594,45.06999969482422,216.6552276611328,294.875732421875,150.71875,71.49137878417969,447.1669921875,1059.1729736328125,217.52597045898438,657.5870361328125,105.99226379394531,80.17008972167969,463.0125732421875,399.4207458496094,86.12000274658203,187.23187255859375,175.9313507080078,180.17999267578125,169.60000610351562,473.8299865722656,,449.05999755859375,190.11209106445312,324.2330017089844,116.98502349853516,132.315673828125
2026-01-26,254.7166748046875,217.40606689453125,318.3255310058594,251.30999755859375,342.6781311035156,238.4199981689453,114.7300033569336,1406.5927734375,323.6577453613281,51.19898223876953,633.536376953125,973.3739013671875,76.30949401855469,162.94972229003906,332.9385070800781,332.61297607421875,42.4900016784668,217.98385620117188,298.1640319824219,153.73255920410156,71.17747497558594,450.59326171875,1057.640380859375,222.44659423828125,671.1627807617188,105.22804260253906,81.70893096923828,467.3152770996094,388.8667907714844,85.69999694824219,186.03468322753906,181.17474365234375,184.22000122070312,167.47000122070312,470.79998779296875,,435.20001220703125,193.33782958984375,326.5292053222656,116.89559936523438,132.18820190429688
2026-01-27,257.56890869140625,220.5178985595703,331.5284729003906,252.02999877929688,344.2754821777344,244.67999267578125,114.87999725341797,1447.6356201171875,331.568603515625,51.34661102294922,636.51513671875,966.0164184570312,77.96429443359375,164.45761108398438,334.3457336425781,333.90045166015625,43.93000030517578,220.8871612548828,297.44097900390625,161.0354766845703,72.14861297607422,448.61273193359375,1034.5120849609375,238.00698852539062,671.7716674804688,105.7375259399414,82.8680648803711,477.5503234863281,410.0046691894531,85.58000183105469,188.07989501953125,173.68701171875,183.5,165.6999969482422,481.42999267578125,,430.8999938964844,193.37716674804688,323.3185119628906,116.20002746582031,134.1390838623047
2026-01-28,255.74388122558594,215.3380584716797,335.55413818359375,252.74000549316406,335.3579406738281,243.00999450683594,109.95999908447266,1416.1170654296875,332.0169372558594,50.99229431152344,640.8687744140625,956.5581665039062,78.24174499511719,165.31370544433594,335.6232604980469,335.3576354980469,48.779998779296875,224.11524963378906,297.89654541015625,162.1184539794922,71.6679458618164,447.09765625,1018.8776245117188,239.12486267089844,667.5392456054688,104.73815155029297,83.55754852294922,478.5937194824219,435.03033447265625,84.63999938964844,191.07289123535156,171.60157775878906,183.74000549316406,157.35000610351562,527.6300048828125,,431.4599914550781,212.5939178466797,325.02825927734375,115.83236694335938,134.8743438720703
2026-01-29,257.578857421875,217.07122802734375,340.1278076171875,252.17999267578125,336.0634765625,241.72999572753906,108.43000030517578,1448.2030029296875,329.51617431640625,52.242252349853516,662.7464599609375,948.7028198242188,77.7165756225586,166.53948974609375,337.99859619140625,337.5932922363281,48.65999984741211,223.69203186035156,303.49261474609375,167.84817504882812,72.03089141845703,450.56353759765625,1019.2160034179688,247.6985321044922,736.995361328125,106.14903259277344,81.27925109863281,430.76715087890625,435.5400390625,83.16000366210938,192.06056213378906,167.83786010742188,176.1999969482422,151.86000061035156,539.2999877929688,,416.55999755859375,215.3476104736328,329.8194580078125,116.66705322265625,137.7467041015625
2026-01-30,258.775634765625,219.61192321777344,321.17535400390625,236.72999572753906,335.0247497558594,239.3000030517578,105.36000061035156,1416.1966552734375,330.08404541015625,52.360355377197266,654.8959350585938,937.3972778320312,77.6075668334961,172.09437561035156,337.8688659667969,337.3437805175781,46.470001220703125,223.65267944335938,302.9676818847656,142.26612854003906,73.38459777832031,452.51434326171875,1032.1634521484375,233.01649475097656,715.2241821289062,108.04000091552734,78.8610610961914,427.577392578125,414.6419982910156,83.48999786376953,190.6837921142578,163.43858337402344,176.97000122070312,146.58999633789062,576.25,,430.4100036621094,213.36785888671875,319.9089660644531,118.38610076904297,138.61920166015625
2026-02-02,269.2770690917969,222.2018585205078,327.2337951660156,246.27000427246094,337.7685852050781,242.9600067138672,106.93000030517578,1434.4989013671875,329.8947448730469,53.1772575378418,688.3201904296875,965.4219360351562,79.90646362304688,169.3023223876953,344.2264404296875,343.022705078125,48.810001373291016,227.09727478027344,305.1961669921875,140.52357482910156,73.89469909667969,455.6732482910156,1039.1099853515625,237.04879760742188,705.152099609375,111.07731628417969,78.60125732421875,420.70098876953125,437.5488586425781,82.76000213623047,185.17669677734375,158.94993591308594,175.4199981689453,147.75999450683594,665.239990234375,,421.80999755859375,222.73207092285156,331.8472900390625,123.27497100830078,135.67820739746094
2026-02-03,268.7485046386719,222.2215576171875,317.5383605957031,242.11000061035156,331.80072021484375,238.6199951171875,104.55000305175781,1389.206298828125,319.154296875,53.59062957763672,700.25537109375,974.9529418945312,82.35400390625,173.20338439941406,340.0346374511719,339.0504455566406,49.25,229.4100799560547,311.8420715332031,135.05288696289062,75.42496490478516,459.0499572753906,998.6354370117188,229.66287231445312,690.4683227539062,113.49735260009766,75.48358154296875,408.61767578125,419.1993713378906,79.94000244140625,179.91897583007812,153.59732055664062,166.24000549316406,157.8800048828125,695.510009765625,,421.9599914550781,222.93006896972656,326.96661376953125,126.90187072753906,140.90338134765625
2026-02-04,275.73944091796875,213.8018341064453,296.54315185546875,200.19000244140625,358.85711669921875,232.99000549316406,104.9000015258789,1332.727783203125,306.9194030761719,54.50595474243164,689.2268676757812,975.3816528320312,80.42173767089844,176.3067169189453,332.68896484375,332.3934326171875,48.599998474121094,230.7583770751953,314.23895263671875,130.23873901367188,75.87621307373047,468.7148132324219,1101.796875,209.38145446777344,667.7987670898438,115.93701171875,73.67494201660156,411.5788879394531,379.1823425292969,80.16000366210938,173.78334045410156,145.65280151367188,166.72000122070312,139.5399932861328,584.5499877929688,,406.010009765625,220.6632537841797,327.98052978515625,127.19003295898438,144.68746948242188
2026-02-05,275.1610107421875,215.68272399902344,302.91046142578125,192.5,360.42498779296875,222.69000244140625,110.87999725341797,1343.7049560546875,309.3703918457031,54.07289505004883,675.7674560546875,986.2884521484375,81.6108169555664,174.36105346679688,330.68292236328125,330.6069030761719,48.2400016784668,234.02581787109375,307.1968688964844,132.61093139648438,77.01410675048828,455.2077941894531,1015.931884765625,212.90475463867188,669.0166015625,117.32828521728516,74.15457153320312,391.1882629394531,382.6703796386719,80.87000274658203,171.47872924804688,135.53347778320312,154.77000427246094,130.00999450683594,576.2000122070312,,397.2099914550781,221.7125244140625,327.1653747558594,126.13674926757812,143.20716857910156
2026-02-06,277.36505126953125,220.02552795410156,321.36474609375,208.44000244140625,376.61376953125,210.32000732421875,123.69999694824219,1406.2545166015625,331.6981506347656,55.63779830932617,723.4779663085938,998.1224365234375,84.04844665527344,175.94677734375,322.4690246582031,322.233154296875,50.59000015258789,236.19102478027344,319.3199462890625,143.76156616210938,77.5241928100586,443.86944580078125,1053.09228515625,230.57113647460938,660.2822265625,119.46420288085938,80.22003936767578,398.6111755371094,394.4635925292969,82.19999694824219,184.97714233398438,141.8295135498047,159.32000732421875,135.89999389648438,597.9500122070312,,411.1099853515625,219.19822692871094,329.6007995605469,130.34991455078125,146.11875915527344
2026-02-09,274.13079833984375,219.85812377929688,329.3960876464844,216.0,368.2842102050781,208.72000122070312,124.61000061035156,1422.655517578125,342.67767333984375,55.51969528198242,739.3382568359375,994.5633544921875,85.99061584472656,177.6395263671875,323.7664489746094,323.6903381347656,50.2400016784668,234.8623809814453,319.0228271484375,143.48361206054688,76.48440551757812,451.89044189453125,1039.6473388671875,228.84442138671875,676.0140991210938,115.27075958251953,82.28849792480469,410.99261474609375,383.280029296875,81.47000122070312,189.59632873535156,155.50399780273438,166.0,142.91000366210938,583.4000244140625,,417.32000732421875,216.55526733398438,323.6365966796875,128.20359802246094,148.23629760742188
2026-02-10,273.19244384765625,219.0506134033203,327.90142822265625,213.57000732421875,357.3381652832031,206.9600067138672,125.94999694824219,1408.7171630859375,339.1905212402344,54.51578903198242,739.5873413085938,968.283203125,85.50507354736328,177.30874633789062,318.00775146484375,317.9614562988281,47.130001068115234,234.57696533203125,315.2392883300781,142.55502319335938,75.34648895263672,456.01983642578125,1020.0718994140625,226.1794891357422,669.5256958007812,114.78086853027344,81.9487533569336,410.6646423339844,373.035888671875,82.20999908447266,188.09983825683594,158.78111267089844,165.50999450683594,139.50999450683594,541.6400146484375,,425.2099914550781,218.68348693847656,326.8838195800781,125.89826965332031,148.6088104248047
2026-02-11,275.00921630859375,217.52423095703125,338.6730041503906,213.5800018310547,359.2294616699219,204.0800018310547,125.27999877929688,1430.65087890625,341.50201416015625,53.00009536743164,772.0950317382812,975.17236328125,84.76189422607422,180.77203369140625,310.7219543457031,310.3562316894531,48.290000915527344,237.0472412109375,307.8505554199219,147.40304565429688,77.1023941040039,462.95159912109375,1010.3289184570312,234.67332458496094,667.4993286132812,116.89717864990234,81.27925109863281,401.8207702636719,410.1046142578125,79.62000274658203,189.60633850097656,156.07005310058594,165.3000030517578,135.67999267578125,599.3400268554688,,428.2699890136719,224.2664031982422,327.9496154785156,127.95516204833984,152.500732421875
2026-02-12,261.2637634277344,224.0335235595703,327.22381591796875,205.94000244140625,358.85711669921875,199.60000610351562,122.19000244140625,1401.9906005859375,329.9545593261719,51.69108581542969,755.4476318359375,995.8294067382812,74.3177719116211,177.4449462890625,308.7657775878906,308.40008544921875,46.47999954223633,240.6788330078125,299.7487487792969,144.54864501953125,77.4947738647461,468.2493896484375,1033.278076171875,230.85060119628906,648.6529541015625,116.82859802246094,78.17157745361328,399.3067626953125,413.7325439453125,75.86000061035156,186.5035858154297,155.39476013183594,162.80999755859375,129.1300048828125,630.2899780273438,,417.07000732421875,220.742431640625,322.909423828125,132.79434204101562,147.9611358642578
2026-02-13,255.32435607910156,227.97256469726562,353.6496276855469,207.32000732421875,364.2940368652344,198.7899932861328,125.27999877929688,1401.7315673828125,323.9765625,51.72061538696289,771.2980346679688,1015.389892578125,76.15094757080078,178.74856567382812,305.42236328125,305.1264343261719,46.790000915527344,239.5962371826172,299.6595764160156,145.87173461914062,77.18087005615234,476.3100280761719,1036.7271728515625,235.08253479003906,638.630859375,118.95471954345703,78.5512924194336,398.7900085449219,411.42388916015625,76.87000274658203,182.3832244873047,159.02938842773438,166.9499969482422,131.41000366210938,626.5599975585938,,417.44000244140625,223.8704376220703,312.8490295410156,133.04275512695312,146.50057983398438
